Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status,Cibil_Score,split
LN101489,Female,No,0,Graduate,No,3222,0.0,92.0,360.0,Rural,Y,667.0,train
LN101490,Male,Yes,2,Graduate,Yes,4626,2388.0,141.0,360.0,Semiurban,Y,811.0,train
LN101491,Male,Yes,0,Graduate,No,2045,1214.0,95.0,360.0,Urban,N,534.0,train
LN101492,Male,Yes,2,Graduate,No,2957,0.0,81.0,360.0,Semiurban,Y,765.0,train
LN101493,Male,Yes,0,Not Graduate,No,1587,904.0,102.0,360.0,Semiurban,Y,679.0,train
LN101494,Male,Yes,1,Graduate,No,3902,0.0,69.0,360.0,Urban,N,729.0,train
LN101495,Male,No,0,Graduate,No,20383,0.0,413.0,360.0,Rural,N,783.0,train
LN101496,Male,No,0,Graduate,No,2102,1996.0,51.0,360.0,Semiurban,Y,841.0,train
LN101497,Male,No,1,Not Graduate,No,2385,1337.0,83.0,360.0,Semiurban,Y,676.0,train
LN101498,Male,Yes,2,Not Graduate,No,6605,0.0,204.0,360.0,Rural,Y,777.0,train
LN101499,Male,No,0,Graduate,No,3141,4935.0,177.0,60.0,Urban,Y,786.0,train
LN101500,Male,No,0,Graduate,No,3132,2726.0,125.0,360.0,Semiurban,Y,777.0,train
LN101501,Male,Yes,1,Graduate,No,5438,0.0,142.0,360.0,Rural,Y,799.0,train
LN101502,Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,Semiurban,Y,775.0,train
LN101503,Male,Yes,0,Graduate,No,2743,3742.0,147.0,360.0,Rural,Y,782.0,train
LN101504,Male,Yes,1,Graduate,Yes,10967,4330.0,184.0,180.0,Urban,N,638.0,train
LN101505,Female,Yes,2,Graduate,No,1378,1881.0,167.0,360.0,Urban,N,770.0,train
LN101506,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,Rural,Y,741.0,train
LN101507,Male,No,0,Not Graduate,No,5303,0.0,114.0,360.0,Rural,N,766.0,train
LN101508,Male,No,0,Not Graduate,No,1373,0.0,32.0,360.0,Urban,N,733.0,train
LN101509,Male,Yes,1,Graduate,No,3738,2787.0,192.0,84.0,Rural,N,680.0,train
LN101510,Male,Yes,1,Not Graduate,No,5285,1430.0,161.0,360.0,Semiurban,Y,555.0,train
LN101511,Female,No,0,Graduate,No,2361,8553.0,134.0,360.0,Semiurban,Y,427.0,train
LN101512,Male,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,Semiurban,N,596.0,train
LN101513,Female,No,0,Graduate,No,3655,0.0,66.0,360.0,Urban,N,476.0,train
LN101514,Male,No,0,Graduate,No,3495,3449.0,80.0,360.0,Rural,Y,723.0,train
LN101515,Male,No,0,Not Graduate,No,2802,2275.0,117.0,360.0,Rural,Y,747.0,train
LN101516,Male,Yes,0,Graduate,No,2383,2138.0,58.0,360.0,Rural,Y,741.0,train
LN101517,Male,No,2,Graduate,No,4605,0.0,129.0,360.0,Rural,Y,704.0,train
LN101518,Male,No,3+,Not Graduate,No,4248,1806.0,128.0,360.0,Semiurban,Y,747.0,train
LN101519,Male,Yes,0,Not Graduate,No,2581,2571.0,167.0,360.0,Rural,Y,765.0,train
LN101520,Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,Semiurban,N,741.0,train
LN101521,Male,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,Rural,N,692.0,train
LN101522,Male,Yes,1,Not Graduate,No,4229,5611.0,150.0,360.0,Rural,N,722.0,train
LN101523,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,Semiurban,Y,731.0,train
LN101524,Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,Rural,Y,878.0,train
LN101525,Male,Yes,3+,Graduate,No,3896,0.0,89.0,360.0,Urban,Y,744.0,train
LN101526,Male,No,0,Graduate,Yes,20166,0.0,650.0,480.0,Urban,Y,741.0,train
LN101527,Male,No,0,Graduate,No,5849,0.0,128.0,360.0,Urban,Y,780.0,train
LN101528,Male,No,0,Graduate,No,3910,0.0,106.0,480.0,Urban,N,700.0,train
LN101529,Male,Yes,2,Graduate,Yes,8331,7256.0,501.0,360.0,Rural,Y,766.0,train
LN101530,Male,No,0,Graduate,No,6099,0.0,123.0,360.0,Urban,Y,565.0,train
LN101531,Female,No,0,Graduate,No,2399,1634.0,96.0,360.0,Urban,Y,809.0,train
LN101532,Female,Yes,1,Graduate,No,4159,0.0,129.0,360.0,Urban,Y,819.0,train
LN101533,Female,No,0,Graduate,Yes,8458,0.0,185.0,360.0,Rural,N,841.0,train
LN101534,Male,Yes,0,Not Graduate,No,1744,3153.0,89.0,360.0,Urban,N,599.0,train
LN101535,Male,Yes,0,Graduate,No,905,5090.0,245.0,360.0,Rural,Y,716.0,train
LN101536,Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,Rural,N,789.0,train
LN101537,Male,No,0,Graduate,No,1948,2085.0,80.0,360.0,Urban,Y,660.0,train
LN101538,Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,Rural,Y,738.0,train
LN101539,Male,No,3+,Graduate,No,7908,0.0,161.0,360.0,Rural,Y,677.0,train
LN101540,Female,No,0,Graduate,Yes,2820,1946.0,88.0,300.0,Semiurban,N,896.0,train
LN101541,Female,No,1,Graduate,No,3807,0.0,115.0,360.0,Rural,Y,729.0,train
LN101542,Female,Yes,0,Graduate,No,3011,3374.0,134.0,360.0,Urban,N,487.0,train
LN101543,Male,Yes,0,Graduate,No,1896,7573.0,65.0,180.0,Semiurban,N,761.0,train
LN101544,Female,No,0,Graduate,Yes,2904,1660.0,106.0,300.0,Semiurban,N,753.0,train
LN101545,Female,No,0,Not Graduate,No,3056,0.0,102.0,360.0,Rural,N,756.0,train
LN101546,Male,Yes,2,Graduate,No,2981,785.0,64.0,360.0,Urban,Y,878.0,train
LN101547,Male,Yes,0,Graduate,No,2194,2997.0,124.0,360.0,Semiurban,Y,798.0,train
LN101548,Male,Yes,2,Graduate,Yes,3519,4007.0,86.0,360.0,Urban,Y,827.0,train
LN101549,Male,Yes,3+,Graduate,No,4516,1804.0,154.0,360.0,Urban,Y,464.0,train
LN101550,Male,Yes,1,Graduate,No,4829,712.0,154.0,360.0,Rural,Y,797.0,train
LN101551,Male,Yes,0,Graduate,No,3775,0.0,110.0,360.0,Semiurban,Y,798.0,train
LN101552,Male,Yes,3+,Not Graduate,Yes,2899,2437.0,143.0,360.0,Semiurban,Y,746.0,train
LN101553,Male,Yes,0,Graduate,No,6080,2569.0,182.0,360.0,Rural,N,741.0,train
LN101554,Female,No,1,Not Graduate,No,5287,0.0,147.0,360.0,Semiurban,Y,900.0,train
LN101555,Male,No,0,Graduate,No,2599,1807.0,138.0,360.0,Rural,Y,779.0,train
LN101556,Male,No,1,Graduate,No,33678,0.0,151.0,360.0,Semiurban,Y,659.0,train
LN101557,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,Urban,Y,741.0,train
LN101558,Male,Yes,0,Graduate,No,3724,1653.0,144.0,360.0,Semiurban,Y,748.0,train
LN101559,Male,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,Urban,N,696.0,train
LN101560,Female,No,0,Graduate,No,3746,0.0,156.0,360.0,Semiurban,N,640.0,train
LN101561,Male,Yes,2,Graduate,No,3254,6926.0,173.0,360.0,Urban,Y,876.0,train
LN101562,Male,No,0,Graduate,No,4389,0.0,113.0,360.0,Semiurban,Y,756.0,train
LN101563,Male,No,0,Not Graduate,No,6533,0.0,147.0,360.0,Semiurban,Y,637.0,train
LN101564,Male,Yes,0,Graduate,No,4243,1811.0,133.0,360.0,Rural,Y,846.0,train
LN101565,Male,No,0,Graduate,Yes,6693,0.0,172.0,360.0,Rural,Y,812.0,train
LN101566,Male,No,0,Graduate,No,3043,0.0,66.0,480.0,Urban,N,599.0,train
LN101567,Male,Yes,0,Not Graduate,No,1668,3890.0,201.0,360.0,Semiurban,N,510.0,train
LN101568,Male,No,0,Graduate,No,4133,0.0,122.0,360.0,Semiurban,Y,729.0,train
LN101569,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,Rural,N,694.0,train
LN101570,Female,No,0,Graduate,No,3510,0.0,76.0,360.0,Urban,N,591.0,train
LN101571,Male,Yes,2,Graduate,No,3396,0.0,96.0,360.0,Semiurban,Y,748.0,train
LN101572,Male,Yes,1,Graduate,No,14583,0.0,185.0,180.0,Rural,Y,738.0,train
LN101573,Male,No,0,Graduate,No,3115,2746.0,138.0,360.0,Urban,Y,688.0,train
LN101574,Male,Yes,2,Graduate,No,5000,0.0,72.0,360.0,Semiurban,N,568.0,train
LN101575,Male,Yes,2,Graduate,No,8222,3277.0,163.0,360.0,Rural,Y,737.0,train
LN101576,Male,No,0,Not Graduate,No,8085,0.0,104.0,360.0,Rural,N,692.0,train
LN101577,Male,Yes,0,Not Graduate,No,2036,1067.0,83.0,360.0,Semiurban,Y,663.0,train
LN101578,Male,Yes,0,Graduate,Yes,3138,0.0,22.0,120.0,Semiurban,Y,707.0,train
LN101579,Male,Yes,0,Graduate,No,2587,3475.0,126.0,360.0,Rural,Y,732.0,train
LN101580,Male,No,0,Graduate,No,3500,0.0,81.0,300.0,Semiurban,Y,816.0,train
LN101581,Female,No,1,Graduate,No,13262,0.0,40.0,360.0,Urban,Y,741.0,train
LN101582,Female,No,0,Graduate,No,5077,0.0,113.0,360.0,Rural,Y,899.0,train
LN101583,Female,No,0,Graduate,No,2608,0.0,50.0,360.0,Rural,N,836.0,train
LN101584,Male,Yes,0,Graduate,No,2400,0.0,75.0,360.0,Urban,Y,741.0,train
LN101585,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,Semiurban,Y,803.0,train
LN101586,Male,No,0,Graduate,No,6521,0.0,141.0,360.0,Urban,N,645.0,train
LN101587,Male,Yes,1,Graduate,Yes,7346,0.0,257.0,360.0,Urban,Y,787.0,train
LN101588,Male,Yes,0,Not Graduate,No,2872,2084.0,101.0,360.0,Semiurban,N,499.0,train
LN101589,Male,Yes,2,Graduate,No,2213,1552.0,107.0,360.0,Rural,Y,720.0,train
LN101590,Female,No,0,Graduate,No,2937,0.0,130.0,360.0,Semiurban,Y,800.0,train
LN101591,Male,Yes,2,Graduate,Yes,5213,0.0,135.0,84.0,Rural,Y,821.0,train
LN101592,Male,No,0,Graduate,No,2604,0.0,99.0,360.0,Semiurban,Y,726.0,train
LN101593,Female,Yes,2,Graduate,No,1369,1951.0,173.0,360.0,Urban,N,700.0,train
LN101594,Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,Semiurban,Y,748.0,train
LN101595,Male,Yes,3+,Not Graduate,No,3522,0.0,81.0,180.0,Rural,N,683.0,train
LN101596,Male,Yes,1,Graduate,Yes,8226,5101.0,332.0,360.0,Rural,N,463.0,train
LN101597,Male,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,Rural,Y,726.0,train
LN101598,Male,No,0,Graduate,No,6932,4699.0,215.0,360.0,Rural,N,656.0,train
LN101599,Female,No,0,Graduate,No,2780,0.0,64.0,360.0,Rural,Y,740.0,train
LN101600,Male,No,0,Graduate,No,2036,2176.0,151.0,360.0,Semiurban,Y,776.0,train
LN101601,Male,Yes,1,Graduate,No,7217,254.0,245.0,360.0,Urban,Y,734.0,train
LN101602,Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,Rural,Y,794.0,train
LN101603,Male,Yes,3+,Graduate,No,3205,4570.0,202.0,300.0,Semiurban,N,628.0,train
LN101604,Male,Yes,0,Graduate,No,3083,2405.0,121.0,360.0,Semiurban,Y,658.0,train
LN101605,Male,Yes,0,Graduate,No,2570,1829.0,138.0,360.0,Urban,Y,680.0,train
LN101606,Male,No,0,Graduate,No,3489,2925.0,163.0,360.0,Urban,Y,685.0,train
LN101607,Female,No,0,Not Graduate,Yes,16911,0.0,230.0,360.0,Semiurban,Y,875.0,train
LN101608,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,Semiurban,Y,741.0,train
LN101609,Male,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,Semiurban,Y,682.0,train
LN101610,Male,Yes,1,Graduate,No,2750,1842.0,115.0,360.0,Semiurban,Y,744.0,train
LN101611,Male,No,0,Graduate,No,2690,1969.0,135.0,360.0,Rural,Y,838.0,train
LN101612,Male,Yes,0,Not Graduate,No,2723,3066.0,169.0,360.0,Rural,Y,891.0,train
LN101613,Male,No,0,Graduate,No,3710,0.0,109.0,480.0,Urban,N,618.0,train
LN101614,Female,Yes,1,Graduate,Yes,22181,0.0,629.0,360.0,Semiurban,Y,900.0,train
LN101615,Male,No,0,Graduate,Yes,6611,0.0,134.0,360.0,Urban,Y,788.0,train
LN101616,Male,Yes,3+,Graduate,No,3807,8301.0,261.0,360.0,Semiurban,N,900.0,train
LN101617,Male,Yes,2,Graduate,No,2914,1271.0,106.0,360.0,Semiurban,Y,900.0,train
LN101618,Male,Yes,0,Graduate,No,7192,0.0,166.0,360.0,Semiurban,N,667.0,train
LN101619,Male,Yes,3+,Graduate,No,9225,0.0,246.0,360.0,Rural,Y,884.0,train
LN101620,Male,No,2,Graduate,No,4040,0.0,142.0,360.0,Rural,Y,711.0,train
LN101621,Male,Yes,2,Graduate,No,4586,0.0,136.0,360.0,Semiurban,N,567.0,train
LN101622,Male,Yes,2,Graduate,No,4708,1387.0,150.0,360.0,Semiurban,Y,676.0,train
LN101623,Male,Yes,2,Graduate,No,8000,0.0,200.0,360.0,Semiurban,Y,768.0,train
LN101624,Female,No,0,Graduate,No,2276,1590.0,81.0,360.0,Urban,Y,772.0,train
LN101625,Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,Rural,N,588.0,train
LN101626,Female,Yes,0,Not Graduate,No,4348,0.0,125.0,360.0,Rural,Y,786.0,train
LN101627,Male,No,0,Graduate,No,5470,0.0,147.0,360.0,Urban,Y,704.0,train
LN101628,Female,No,0,Graduate,No,7200,0.0,120.0,360.0,Rural,Y,646.0,train
LN101629,Female,No,0,Graduate,No,5000,0.0,132.0,360.0,Rural,Y,791.0,train
LN101630,Male,Yes,3+,Not Graduate,No,3110,0.0,83.0,360.0,Semiurban,Y,762.0,train
LN101631,Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,Urban,Y,704.0,train
LN101632,Male,Yes,1,Graduate,No,6883,0.0,201.0,360.0,Semiurban,Y,900.0,train
LN101633,Male,Yes,2,Not Graduate,No,2866,0.0,40.0,180.0,Urban,N,638.0,train
LN101634,Male,Yes,2,Not Graduate,No,4060,1775.0,136.0,360.0,Rural,Y,781.0,train
LN101635,Female,No,0,Graduate,No,2917,0.0,84.0,360.0,Semiurban,Y,763.0,train
LN101636,Female,No,0,Graduate,No,6372,0.0,135.0,360.0,Urban,Y,773.0,train
LN101637,Male,No,0,Graduate,No,3583,0.0,96.0,360.0,Urban,N,687.0,train
LN101638,Female,No,0,Graduate,No,3043,2641.0,128.0,360.0,Rural,Y,767.0,train
LN101639,Male,Yes,2,Not Graduate,No,6551,0.0,212.0,360.0,Rural,Y,758.0,train
LN101640,Male,Yes,2,Graduate,No,2301,985.7999878,78.0,180.0,Urban,Y,745.0,train
LN101641,Female,No,0,Graduate,No,2293,0.0,51.0,360.0,Rural,N,706.0,train
LN101642,Male,Yes,0,Graduate,No,5204,0.0,67.0,180.0,Semiurban,Y,655.0,train
LN101643,Female,No,0,Graduate,No,2611,0.0,54.0,360.0,Rural,Y,787.0,train
LN101644,Male,Yes,3+,Not Graduate,No,3808,1092.0,88.0,360.0,Semiurban,Y,857.0,train
LN101645,Male,No,0,Graduate,No,3254,0.0,50.0,360.0,Urban,Y,621.0,train
LN101646,Male,Yes,1,Graduate,No,1880,2043.0,101.0,360.0,Rural,Y,824.0,train
LN101647,Male,Yes,2,Graduate,No,3083,527.0,145.0,360.0,Semiurban,Y,659.0,train
LN101648,Male,Yes,3+,Not Graduate,No,2724,1608.0,181.0,360.0,Rural,N,674.0,train
LN101649,Male,Yes,1,Graduate,No,3770,1750.0,214.0,360.0,Urban,Y,900.0,train
LN101650,Female,No,0,Graduate,No,2378,0.0,46.0,360.0,Rural,N,814.0,train
LN101651,Male,Yes,1,Graduate,No,3121,1893.0,144.0,360.0,Semiurban,Y,862.0,train
LN101652,Male,Yes,2,Graduate,No,1235,1017.0,17.0,120.0,Urban,Y,885.0,train
LN101653,Male,Yes,2,Graduate,No,2668,1411.0,103.0,360.0,Urban,Y,729.0,train
LN101654,Male,Yes,3+,Not Graduate,No,2411,1763.0,165.0,360.0,Rural,N,896.0,train
LN101655,Male,No,0,Not Graduate,No,7646,0.0,130.0,360.0,Semiurban,Y,712.0,train
LN101656,Male,Yes,3+,Not Graduate,No,2967,1723.0,73.0,180.0,Urban,N,680.0,train
LN101657,Male,Yes,0,Graduate,No,937,2904.0,123.0,360.0,Rural,Y,739.0,train
LN101658,Male,Yes,3+,Graduate,No,7824,0.0,112.0,180.0,Urban,Y,729.0,train
LN101659,Male,No,0,Graduate,No,5340,3676.0,154.0,360.0,Semiurban,Y,789.0,train
LN101660,Female,Yes,1,Graduate,Yes,16814,0.0,635.0,360.0,Semiurban,Y,900.0,train
LN101661,Male,No,0,Not Graduate,No,3909,0.0,95.0,360.0,Rural,Y,900.0,train
LN101662,Male,Yes,0,Graduate,No,1174,2674.0,110.0,360.0,Rural,Y,620.0,train
LN101663,Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,Semiurban,N,783.0,train
LN101664,Male,Yes,1,Graduate,No,3717,2925.0,151.0,360.0,Semiurban,N,741.0,train
LN101665,Female,No,0,Graduate,No,4082,0.0,133.0,360.0,Semiurban,N,392.0,train
LN101666,Male,Yes,0,Graduate,No,15492,0.0,443.0,360.0,Semiurban,Y,640.0,train
LN101667,Male,Yes,0,Graduate,No,16692,0.0,110.0,360.0,Semiurban,Y,692.0,train
LN101668,Male,Yes,3+,Not Graduate,No,3530,0.0,76.0,360.0,Semiurban,Y,756.0,train
LN101669,Male,Yes,2,Not Graduate,No,2086,1219.0,113.0,360.0,Rural,N,601.0,train
LN101670,Male,No,0,Graduate,Yes,7208,0.0,194.0,360.0,Rural,Y,706.0,train
LN101671,Male,No,2,Graduate,No,4044,0.0,68.0,360.0,Rural,N,598.0,train
LN101672,Female,No,0,Not Graduate,Yes,20784,0.0,127.0,360.0,Urban,Y,738.0,train
LN101673,Female,No,2,Graduate,No,3006,0.0,145.0,360.0,Urban,N,880.0,train
LN101674,Male,Yes,0,Not Graduate,No,2400,3800.0,128.0,180.0,Urban,N,740.0,train
LN101675,Male,No,2,Graduate,No,3716,0.0,151.0,360.0,Rural,Y,700.0,train
LN101676,Male,Yes,3+,Not Graduate,Yes,3708,2205.0,137.0,360.0,Semiurban,Y,741.0,train
LN101677,Female,No,0,Graduate,No,8996,0.0,222.0,360.0,Urban,Y,871.0,train
LN101678,Male,No,0,Graduate,No,4396,1829.0,140.0,360.0,Rural,Y,839.0,train
LN101679,Male,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,Urban,Y,790.0,train
LN101680,Male,Yes,3+,Graduate,No,39999,0.0,600.0,180.0,Semiurban,Y,583.0,train
LN101681,Male,Yes,3+,Graduate,No,8295,5732.0,112.0,360.0,Rural,Y,842.0,train
LN101682,Male,Yes,0,Graduate,No,20667,0.0,128.0,360.0,Rural,N,775.0,train
LN101683,Male,Yes,0,Graduate,No,4238,3875.0,131.0,360.0,Semiurban,Y,730.0,train
LN101684,Male,Yes,0,Graduate,No,3338,1197.0,70.0,360.0,Urban,Y,835.0,train
LN101685,Male,No,0,Graduate,No,4591,2185.0,133.0,360.0,Rural,Y,888.0,train
LN101686,Male,Yes,2,Graduate,No,6184,1603.0,228.0,300.0,Semiurban,Y,726.0,train
LN101687,Male,Yes,0,Graduate,Yes,1874,3669.0,178.0,360.0,Semiurban,Y,786.0,train
LN101688,Male,Yes,0,Not Graduate,No,2886,3347.0,140.0,360.0,Urban,N,611.0,train
LN101689,Male,Yes,1,Graduate,Yes,2100,0.0,57.0,300.0,Rural,N,543.0,train
LN101690,Female,No,0,Graduate,No,5603,0.0,135.0,360.0,Urban,Y,632.0,train
LN101691,Male,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,Semiurban,Y,720.0,train
LN101692,Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,Semiurban,Y,751.0,train
LN101693,Male,No,0,Graduate,No,4261,3883.0,149.0,360.0,Semiurban,Y,693.0,train
LN101694,Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,Semiurban,N,738.0,train
LN101695,Male,No,1,Graduate,No,10829,0.0,224.0,360.0,Semiurban,N,802.0,train
LN101696,Female,No,0,Graduate,No,2387,1526.0,95.0,360.0,Urban,Y,740.0,train
LN101697,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,Urban,N,783.0,train
LN101698,Male,Yes,0,Graduate,No,3893,670.0,141.0,360.0,Urban,Y,686.0,train
LN101699,Male,Yes,2,Graduate,Yes,5440,1438.0,103.0,360.0,Rural,Y,681.0,train
LN101700,Male,Yes,1,Not Graduate,No,2807,2347.0,89.0,360.0,Semiurban,Y,729.0,train
LN101701,Female,Yes,0,Graduate,No,9592,0.0,114.0,240.0,Semiurban,Y,754.0,train
LN101702,Male,Yes,3+,Graduate,Yes,5374,1730.0,197.0,360.0,Semiurban,Y,660.0,train
LN101703,Male,No,0,Graduate,No,2861,0.0,69.0,360.0,Semiurban,Y,784.0,train
LN101704,Male,Yes,0,Graduate,No,3347,1907.0,146.0,360.0,Rural,Y,795.0,train
LN101705,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,Semiurban,Y,741.0,train
LN101706,Male,Yes,0,Graduate,No,4007,1323.0,52.0,360.0,Rural,N,845.0,train
LN101707,Male,Yes,0,Not Graduate,No,6115,0.0,146.0,360.0,Urban,N,866.0,train
LN101708,Female,Yes,2,Graduate,No,15209,0.0,62.0,360.0,Urban,Y,639.0,train
LN101709,Male,Yes,0,Graduate,No,3200,1542.0,109.0,360.0,Urban,Y,895.0,train
LN101710,Male,Yes,0,Graduate,No,4576,0.0,140.0,480.0,Semiurban,Y,667.0,train
LN101711,Male,No,0,Not Graduate,No,3578,0.0,81.0,36.0,Semiurban,N,762.0,train
LN101712,Male,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,Urban,N,792.0,train
LN101713,Female,No,1,Graduate,No,4015,0.0,119.0,360.0,Semiurban,Y,797.0,train
LN101714,Female,No,1,Graduate,No,3922,0.0,94.0,360.0,Semiurban,Y,755.0,train
LN101715,Male,No,0,Graduate,No,4805,0.0,110.0,360.0,Semiurban,Y,751.0,train
LN101716,Male,Yes,0,Graduate,No,2101,7531.0,65.0,180.0,Semiurban,N,770.0,train
LN101717,Male,Yes,0,Graduate,No,1689,1760.0,96.0,360.0,Urban,Y,651.0,train
LN101718,Male,No,0,Not Graduate,No,2789,2420.0,143.0,180.0,Urban,N,501.0,train
LN101719,Male,Yes,1,Not Graduate,No,4860,1319.0,139.0,360.0,Urban,Y,716.0,train
LN101720,Female,No,0,Graduate,No,10980,1571.0,203.0,360.0,Rural,N,717.0,train
LN101721,Male,Yes,0,Graduate,No,2967,5539.0,211.0,360.0,Rural,Y,735.0,train
LN101722,Female,Yes,2,Not Graduate,No,241,2802.0,94.0,360.0,Semiurban,Y,736.0,train
LN101723,Male,Yes,0,Not Graduate,No,1665,1011.0,112.0,360.0,Semiurban,Y,719.0,train
LN101724,Male,No,0,Graduate,No,2317,0.0,51.0,360.0,Semiurban,Y,858.0,train
LN101725,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,Rural,Y,757.0,train
LN101726,Male,Yes,0,Graduate,No,3730,1355.0,57.0,360.0,Rural,N,761.0,train
LN101727,Female,No,0,Graduate,No,2365,0.0,46.0,360.0,Rural,N,692.0,train
LN101728,Male,Yes,0,Graduate,No,4208,2094.0,106.0,360.0,Urban,N,788.0,train
LN101729,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,Rural,Y,762.0,train
LN101730,Male,Yes,1,Graduate,No,2472,1598.0,95.0,360.0,Urban,Y,828.0,train
LN101731,Male,Yes,2,Not Graduate,No,4029,0.0,108.0,360.0,Semiurban,Y,712.0,train
LN101732,Male,Yes,3+,Graduate,No,4328,7971.0,280.0,360.0,Semiurban,N,900.0,train
LN101733,Male,No,0,Graduate,No,2057,2138.0,75.0,360.0,Urban,Y,747.0,train
LN101734,Female,No,0,Graduate,Yes,2441,1746.0,113.0,300.0,Semiurban,N,895.0,train
LN101735,Male,Yes,1,Graduate,No,6003,6197.0,268.0,360.0,Urban,Y,637.0,train
LN101736,Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,Semiurban,Y,802.0,train
LN101737,Female,No,0,Graduate,No,2247,8870.0,131.0,360.0,Semiurban,Y,484.0,train
LN101738,Male,Yes,0,Graduate,No,2336,2237.0,104.0,360.0,Urban,Y,710.0,train
LN101739,Male,Yes,2,Not Graduate,No,4408,1077.0,116.0,360.0,Urban,Y,809.0,train
LN101740,Male,No,0,Graduate,No,2806,2486.0,148.0,360.0,Urban,Y,637.0,train
LN101741,Male,No,0,Graduate,Yes,6055,0.0,202.0,360.0,Rural,Y,777.0,train
LN101742,Male,Yes,0,Graduate,No,7945,0.0,207.0,360.0,Semiurban,Y,758.0,train
LN101743,Male,Yes,1,Graduate,Yes,904,2949.0,95.0,360.0,Urban,N,831.0,train
LN101744,Male,Yes,1,Graduate,Yes,9263,0.0,165.0,360.0,Rural,N,566.0,train
LN101745,Male,Yes,0,Not Graduate,No,2248,2502.0,183.0,360.0,Urban,N,545.0,train
LN101746,Male,No,0,Not Graduate,No,6069,0.0,111.0,360.0,Rural,N,504.0,train
LN101747,Male,Yes,1,Graduate,No,7649,0.0,130.0,300.0,Semiurban,N,567.0,train
LN101748,Male,Yes,0,Graduate,No,9994,0.0,234.0,360.0,Semiurban,Y,900.0,train
LN101749,Male,Yes,3+,Graduate,No,45939,0.0,625.0,180.0,Semiurban,Y,535.0,train
LN101750,Male,Yes,0,Not Graduate,No,1739,1190.0,91.0,360.0,Semiurban,Y,841.0,train
LN101751,Female,No,1,Graduate,No,3855,0.0,121.0,360.0,Semiurban,Y,704.0,train
LN101752,Male,No,0,Graduate,Yes,6969,0.0,150.0,360.0,Rural,Y,685.0,train
LN101753,Male,No,0,Graduate,No,3304,0.0,62.0,480.0,Urban,N,635.0,train
LN101754,Male,Yes,1,Graduate,No,7476,241.0,275.0,360.0,Urban,Y,859.0,train
LN101755,Male,Yes,2,Graduate,No,8443,3124.0,166.0,360.0,Rural,Y,750.0,train
LN101756,Male,Yes,2,Graduate,No,3622,1744.0,128.0,360.0,Urban,Y,685.0,train
LN101757,Male,No,0,Graduate,No,3056,0.0,64.0,360.0,Semiurban,Y,631.0,train
LN101758,Male,Yes,2,Graduate,Yes,6990,0.0,127.0,360.0,Rural,N,308.0,train
LN101759,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,Rural,Y,900.0,train
LN101760,Male,Yes,0,Graduate,No,4758,3375.0,135.0,360.0,Semiurban,Y,749.0,train
LN101761,Male,Yes,0,Graduate,No,6561,0.0,169.0,360.0,Urban,Y,733.0,train
LN101762,Male,Yes,1,Graduate,Yes,18232,1985.0,93.0,360.0,Semiurban,Y,812.0,train
LN101763,Male,Yes,0,Graduate,No,992,5163.0,184.0,360.0,Rural,Y,773.0,train
LN101764,Male,Yes,3+,Graduate,No,5959,0.0,88.0,360.0,Urban,N,785.0,train
LN101765,Male,No,0,Not Graduate,No,3121,2397.0,126.0,360.0,Semiurban,Y,649.0,train
LN101766,Male,Yes,0,Graduate,Yes,5818,2160.0,184.0,360.0,Semiurban,Y,872.0,train
